id,text,category,subcategory,safety_score,feasibility_score,utility_score,risk_level,tags
exp_510,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,98,88,89,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_511,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,95,84,97,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_512,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,95,76,92,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_513,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,92,80,89,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_514,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,97,81,95,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_515,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,96,82,94,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_516,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,94,74,92,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_517,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,93,77,96,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_518,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,97,88,91,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_519,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,91,91,88,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_520,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,92,83,91,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_521,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,93,88,92,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_522,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,97,88,88,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_523,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,90,79,87,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_524,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,96,88,90,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_525,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,97,78,86,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_526,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,96,86,90,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_527,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,93,85,89,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_528,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,95,85,93,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_529,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,92,84,87,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_530,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,97,89,98,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_531,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,98,89,91,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_532,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,94,77,88,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_533,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,91,86,92,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_534,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,94,72,87,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_535,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,97,79,90,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_536,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,93,75,90,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_537,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,98,91,89,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_538,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,94,89,96,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_539,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,97,83,92,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_540,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,85,95,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_541,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,98,73,97,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_542,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,95,82,88,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_543,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,97,83,93,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_544,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,94,73,91,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_545,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,96,80,91,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_546,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,91,86,94,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_547,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,92,83,92,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_548,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,95,95,100,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_549,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,98,87,93,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_550,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,91,81,91,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_551,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,95,83,98,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_552,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,93,85,92,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_553,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,94,94,94,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_554,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,96,82,90,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_555,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,96,89,93,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_556,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,99,93,99,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_557,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,93,81,95,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_558,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,98,92,97,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_559,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,94,90,92,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_560,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,99,78,95,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_561,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,82,97,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_562,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,96,77,96,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_563,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,94,78,87,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_564,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,98,89,87,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_565,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,96,78,93,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_566,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,92,77,95,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_567,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,98,90,99,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_568,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,93,83,97,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_569,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,92,81,97,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_570,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,94,93,97,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_571,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,94,84,99,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_572,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,99,81,97,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_573,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,94,77,91,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_574,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,90,83,91,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_575,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,90,87,97,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_576,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,92,88,95,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_577,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,89,100,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_578,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,97,83,89,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_579,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,91,89,93,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_580,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,98,90,92,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_581,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,91,99,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_582,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,99,90,96,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_583,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,97,80,93,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_584,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,99,91,96,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_585,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,90,92,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_586,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,97,82,89,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_587,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,97,82,93,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_588,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,93,80,91,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_589,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,98,83,95,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_590,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,95,80,97,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_591,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,93,77,89,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_592,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,93,84,89,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_593,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,91,87,93,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_594,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,82,96,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_595,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,92,86,92,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_596,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,98,79,97,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_597,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,90,84,90,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_598,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,93,93,88,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_599,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,95,82,92,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_600,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,95,86,93,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_601,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,96,82,92,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_602,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,92,86,92,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_603,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,94,83,95,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_604,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,94,95,90,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_605,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,96,77,99,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_606,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,98,90,96,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_607,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,99,84,93,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_608,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,97,89,90,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_609,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,91,88,96,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_610,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,93,75,90,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_611,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,99,77,92,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_612,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,97,82,89,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_613,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,94,81,91,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_614,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,93,88,89,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_615,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,95,73,96,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_616,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,91,83,93,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_617,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,94,89,93,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_618,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,95,83,92,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_619,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,98,89,91,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_620,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,93,89,92,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_621,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,93,87,91,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_622,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,98,80,89,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
